WKT,id
"MULTIPOLYGON (((403690.944739873 3284408.444738181, 403690.944739873 3284414.358112558, 403696.3954443661 3284414.358112558, 403696.3954443661 3284408.444738181, 403690.944739873 3284408.444738181)))",OSBSE00395
"MULTIPOLYGON (((403694.2945586953 3284424, 403700.1273356536 3284424, 403700.1273356536 3284418.564602396, 403694.2945586953 3284418.564602396, 403694.2945586953 3284424)))",OSBSE00397
"MULTIPOLYGON (((403610.7737023358 3285033.682403951, 403610.7737023358 3285037.018829913, 403614.0896635609 3285037.018829913, 403614.0896635609 3285033.682403951, 403610.7737023358 3285033.682403951)))",OSBSE00686
"MULTIPOLYGON (((403610.9980621079 3285029.921533906, 403610.9980621079 3285034.051270295, 403616.0903934314 3285034.051270295, 403616.0903934314 3285029.921533906, 403610.9980621079 3285029.921533906)))",OSBSE00689
"MULTIPOLYGON (((403744 3284467.519369164, 403744 3284475.382115534, 403753.0289646006 3284475.382115534, 403753.0289646006 3284467.519369164, 403744 3284467.519369164)))",OSBSE00387
"MULTIPOLYGON (((403756.1729151154 3284482, 403760.728638616 3284482, 403760.728638616 3284477.272369355, 403756.1729151154 3284477.272369355, 403756.1729151154 3284482)))",OSBSE00389
"MULTIPOLYGON (((403757.0985755609 3284472.360750264, 403757.0985755609 3284477.822434036, 403761.5043925052 3284477.822434036, 403761.5043925052 3284472.360750264, 403757.0985755609 3284472.360750264)))",OSBSE00390
"MULTIPOLYGON (((403744.4108956837 3284435.710498722, 403744.4108956837 3284441.362349806, 403747.6727878828 3284441.362349806, 403747.6727878828 3284435.710498722, 403744.4108956837 3284435.710498722)))",OSBSE00377
"MULTIPOLYGON (((403758.0750778008 3286531.178682572, 403758.0750778008 3286540.1052141, 403766.0849068561 3286540.1052141, 403766.0849068561 3286531.178682572, 403758.0750778008 3286531.178682572)))",OSBSE00124
"MULTIPOLYGON (((403756.824572183 3286517.853790994, 403756.824572183 3286524.269949657, 403763.0753659338 3286524.269949657, 403763.0753659338 3286517.853790994, 403756.824572183 3286517.853790994)))",OSBSE00126
"MULTIPOLYGON (((403623.5538746387 3285055.016052631, 403623.5538746387 3285061.05524596, 403628.1570021157 3285061.05524596, 403628.1570021157 3285055.016052631, 403623.5538746387 3285055.016052631)))",OSBSE00680
"MULTIPOLYGON (((403627.687345786 3285045.81858077, 403627.687345786 3285051.052227872, 403632.0863133748 3285051.052227872, 403632.0863133748 3285045.81858077, 403627.687345786 3285045.81858077)))",OSBSE00682
"MULTIPOLYGON (((403629.0271333908 3285057.245322336, 403629.0271333908 3285061.048435677, 403632.1090348546 3285061.048435677, 403632.1090348546 3285057.245322336, 403629.0271333908 3285057.245322336)))",OSBSE00683
"MULTIPOLYGON (((403621.7664820405 3285044, 403626.9476264854 3285044, 403626.9476264854 3285038.840921761, 403621.7664820405 3285038.840921761, 403621.7664820405 3285044)))",OSBSE00684
"MULTIPOLYGON (((403627.161065978 3285036.911187276, 403627.161065978 3285043.076561543, 403631.114054461 3285043.076561543, 403631.114054461 3285036.911187276, 403627.161065978 3285036.911187276)))",OSBSE00685
"MULTIPOLYGON (((403618.5951365103 3285027.567296183, 403618.5951365103 3285035.739780837, 403623.7836698337 3285035.739780837, 403623.7836698337 3285027.567296183, 403618.5951365103 3285027.567296183)))",OSBSE00687
"MULTIPOLYGON (((403769.2964559279 3284481.768740782, 403769.2964559279 3284488.306664435, 403775.6386120833 3284488.306664435, 403775.6386120833 3284481.768740782, 403769.2964559279 3284481.768740782)))",OSBSE00381
"MULTIPOLYGON (((403774.1294205827 3284486.526355949, 403774.1294205827 3284491.923490978, 403777.2996278685 3284491.923490978, 403777.2996278685 3284486.526355949, 403774.1294205827 3284486.526355949)))",OSBSE00384
"MULTIPOLYGON (((403786.0204189504 3286549.55912863, 403786.0204189504 3286552.881349823, 403789.0300603854 3286552.881349823, 403789.0300603854 3286549.55912863, 403786.0204189504 3286549.55912863)))",OSBSE00127
"MULTIPOLYGON (((403807.9116988672 3286814.900818231, 403807.9116988672 3286819.446878271, 403812.2319020006 3286819.446878271, 403812.2319020006 3286814.900818231, 403807.9116988672 3286814.900818231)))",OSBSE00332
"MULTIPOLYGON (((403789.4010415872 3286486.371618654, 403789.4010415872 3286490.604960454, 403794.4329633733 3286490.604960454, 403794.4329633733 3286486.371618654, 403789.4010415872 3286486.371618654)))",OSBSE00129
"MULTIPOLYGON (((403813.4161782861 3284462.267539703, 403813.4161782861 3284466.353572354, 403816.4061839263 3284466.353572354, 403816.4061839263 3284462.267539703, 403813.4161782861 3284462.267539703)))",OSBSE00379
"MULTIPOLYGON (((403809.3302973675 3284459.302179606, 403809.3302973675 3284463.745099992, 403814.5937352735 3284463.745099992, 403814.5937352735 3284459.302179606, 403809.3302973675 3284459.302179606)))",OSBSE00382
"MULTIPOLYGON (((403801.2843034137 3284458.255227153, 403801.2843034137 3284463.758185295, 403806.4173528268 3284463.758185295, 403806.4173528268 3284458.255227153, 403801.2843034137 3284458.255227153)))",OSBSE00383
"MULTIPOLYGON (((403827 3286457.200166544, 403827 3286451.642398278, 403819.7754984461 3286451.642398278, 403819.7754984461 3286457.200166544, 403827 3286457.200166544)))",OSBSE00077
"MULTIPOLYGON (((403893.6798982078 3287127.207193317, 403893.6798982078 3287130.849244665, 403897.4921388717 3287130.849244665, 403897.4921388717 3287127.207193317, 403893.6798982078 3287127.207193317)))",OSBSE00079
"MULTIPOLYGON (((403914.0265696886 3286890.875717442, 403914.0265696886 3286898.86615009, 403923.2870048746 3286898.86615009, 403923.2870048746 3286890.875717442, 403914.0265696886 3286890.875717442)))",OSBSE00078
"MULTIPOLYGON (((403929.9597247827 3286491.097176657, 403929.9597247827 3286498.373232876, 403940.0800575207 3286498.373232876, 403940.0800575207 3286491.097176657, 403929.9597247827 3286491.097176657)))",OSBSE00123
"MULTIPOLYGON (((403977.7055308076 3286394.811730727, 403977.7055308076 3286402.191495378, 403983.5079711596 3286402.191495378, 403983.5079711596 3286394.811730727, 403977.7055308076 3286394.811730727)))",OSBSE00064
"MULTIPOLYGON (((403972.8167927305 3286388.709718101, 403972.8167927305 3286395.147393104, 403979.2726389763 3286395.147393104, 403979.2726389763 3286388.709718101, 403972.8167927305 3286388.709718101)))",OSBSE00069
"MULTIPOLYGON (((401562.800220778 3285923.708793154, 401562.800220778 3285933.26656583, 401571.1866574389 3285933.26656583, 401571.1866574389 3285923.708793154, 401562.800220778 3285923.708793154)))",OSBSE00004
"MULTIPOLYGON (((401577.4056737112 3285921.775654817, 401577.4056737112 3285927.167423646, 401581.8624197265 3285927.167423646, 401581.8624197265 3285921.775654817, 401577.4056737112 3285921.775654817)))",OSBSE00005
"MULTIPOLYGON (((404007.0617159497 3286416.594974585, 404007.0617159497 3286423.522417626, 404016.3586663574 3286423.522417626, 404016.3586663574 3286416.594974585, 404007.0617159497 3286416.594974585)))",OSBSE00308
"MULTIPOLYGON (((404006.9364296509 3286384.75829493, 404006.9364296509 3286395.230311896, 404016.1836356461 3286395.230311896, 404016.1836356461 3286384.75829493, 404006.9364296509 3286384.75829493)))",OSBSE00084
"MULTIPOLYGON (((404010.1102057413 3285095.016714226, 404010.1102057413 3285102.299360789, 404018.3618102617 3285102.299360789, 404018.3618102617 3285095.016714226, 404010.1102057413 3285095.016714226)))",OSBSE00708
"MULTIPOLYGON (((404009.331353175 3285038.781920034, 404009.331353175 3285044.619552807, 404015.77262897 3285044.619552807, 404015.77262897 3285038.781920034, 404009.331353175 3285038.781920034)))",OSBSE00710
"MULTIPOLYGON (((404034.602649375 3286516.827658673, 404034.602649375 3286524.608976944, 404043.6249590858 3286524.608976944, 404043.6249590858 3286516.827658673, 404034.602649375 3286516.827658673)))",OSBSE00060
"MULTIPOLYGON (((404034.7174506499 3286512, 404045.3934805905 3286512, 404045.3934805905 3286502.403134346, 404034.7174506499 3286502.403134346, 404034.7174506499 3286512)))",OSBSE00061
"MULTIPOLYGON (((404047.9148505647 3286368.178224562, 404047.9148505647 3286373.125781592, 404052.0200419337 3286373.125781592, 404052.0200419337 3286368.178224562, 404047.9148505647 3286368.178224562)))",OSBSE00492
"MULTIPOLYGON (((404032.3065918747 3285210.791280607, 404032.3065918747 3285219.134483555, 404040.5285005607 3285219.134483555, 404040.5285005607 3285210.791280607, 404032.3065918747 3285210.791280607)))",OSBSE00709
"MULTIPOLYGON (((401555.5749492794 3285853.357734914, 401555.5749492794 3285861.183756463, 401561.5904643047 3285861.183756463, 401561.5904643047 3285853.357734914, 401555.5749492794 3285853.357734914)))",OSBSE00619
"MULTIPOLYGON (((404038.1609737879 3285052.438392736, 404038.1609737879 3285061.733189906, 404046.0302114275 3285061.733189906, 404046.0302114275 3285052.438392736, 404038.1609737879 3285052.438392736)))",OSBSE00649
"MULTIPOLYGON (((404042.6985120081 3284954, 404046.6306985156 3284954, 404046.6306985156 3284951.260604559, 404042.6985120081 3284951.260604559, 404042.6985120081 3284954)))",OSBSE00612
"MULTIPOLYGON (((404047.5570269121 3284934.402428291, 404047.5570269121 3284938.324845945, 404052.6803110809 3284938.324845945, 404052.6803110809 3284934.402428291, 404047.5570269121 3284934.402428291)))",OSBSE00614
"MULTIPOLYGON (((404045.6629837644 3284943.321482366, 404045.6629837644 3284946.406740977, 404048.6567078782 3284946.406740977, 404048.6567078782 3284943.321482366, 404045.6629837644 3284943.321482366)))",OSBSE00615
"MULTIPOLYGON (((404051.5487382059 3286400.35870995, 404051.5487382059 3286406.006863571, 404055.8261674287 3286406.006863571, 404055.8261674287 3286400.35870995, 404051.5487382059 3286400.35870995)))",OSBSE00663
"MULTIPOLYGON (((404059.3603488242 3286337.990702375, 404059.3603488242 3286346.027437198, 404067.1324997862 3286346.027437198, 404067.1324997862 3286337.990702375, 404059.3603488242 3286337.990702375)))",OSBSE00087
"MULTIPOLYGON (((404070.660528847 3286528.569613441, 404070.660528847 3286532.896077094, 404074.0126051144 3286532.896077094, 404074.0126051144 3286528.569613441, 404070.660528847 3286528.569613441)))",OSBSE00081
"MULTIPOLYGON (((404084.5181580528 3286528, 404092.8988937031 3286528, 404092.8988937031 3286517.413848117, 404084.5181580528 3286517.413848117, 404084.5181580528 3286528)))",OSBSE00141
"MULTIPOLYGON (((401584.0111794696 3285899.831467385, 401584.0111794696 3285905.903667032, 401592.5440090358 3285905.903667032, 401592.5440090358 3285899.831467385, 401584.0111794696 3285899.831467385)))",OSBSE00223
"MULTIPOLYGON (((404082.2201915559 3284861.078519988, 404082.2201915559 3284866.922764058, 404085.1809435632 3284866.922764058, 404085.1809435632 3284861.078519988, 404082.2201915559 3284861.078519988)))",OSBSE00427
"MULTIPOLYGON (((404079.2029629964 3284862.640759968, 404079.2029629964 3284865.738742641, 404082.1359707661 3284865.738742641, 404082.1359707661 3284862.640759968, 404079.2029629964 3284862.640759968)))",OSBSE00428
"MULTIPOLYGON (((404087.6665190584 3284860.511046211, 404087.6665190584 3284863.847724969, 404091.3804380294 3284863.847724969, 404091.3804380294 3284860.511046211, 404087.6665190584 3284860.511046211)))",OSBSE00429
"MULTIPOLYGON (((404085.1472882058 3284860.728244578, 404085.1472882058 3284864.585187896, 404087.3011523472 3284864.585187896, 404087.3011523472 3284860.728244578, 404085.1472882058 3284860.728244578)))",OSBSE00430
"MULTIPOLYGON (((404086.5137172266 3284849.512329009, 404086.5137172266 3284854.084093794, 404089.38073796 3284854.084093794, 404089.38073796 3284849.512329009, 404086.5137172266 3284849.512329009)))",OSBSE00432
"MULTIPOLYGON (((404087.5570555023 3284719.936868568, 404087.5570555023 3284722.832383414, 404090.2552023155 3284722.832383414, 404090.2552023155 3284719.936868568, 404087.5570555023 3284719.936868568)))",OSBSE00610
"MULTIPOLYGON (((404128.446892689 3285188.116903109, 404128.446892689 3285191.578953232, 404132.5986340826 3285191.578953232, 404132.5986340826 3285188.116903109, 404128.446892689 3285188.116903109)))",OSBSE00648
"MULTIPOLYGON (((404127.6403639645 3285179.913063317, 404127.6403639645 3285186.515575035, 404131.5961381926 3285186.515575035, 404131.5961381926 3285179.913063317, 404127.6403639645 3285179.913063317)))",OSBSE00651
"MULTIPOLYGON (((404107.2125014447 3284827.082976847, 404107.2125014447 3284831.141701709, 404111.0233913373 3284831.141701709, 404111.0233913373 3284827.082976847, 404107.2125014447 3284827.082976847)))",OSBSE00375
"MULTIPOLYGON (((404125 3284829.342373833, 404125 3284824.062533711, 404121.5678547882 3284824.062533711, 404121.5678547882 3284829.342373833, 404125 3284829.342373833)))",OSBSE00376
"MULTIPOLYGON (((404136.1314362781 3284837.062704332, 404136.1314362781 3284841.299614206, 404142.7800440043 3284841.299614206, 404142.7800440043 3284837.062704332, 404136.1314362781 3284837.062704332)))",OSBSE00434
"MULTIPOLYGON (((404147.2816093573 3284980.222942851, 404147.2816093573 3284987.18900609, 404151.5149979183 3284987.18900609, 404151.5149979183 3284980.222942851, 404147.2816093573 3284980.222942851)))",OSBSE00405
"MULTIPOLYGON (((404159.3242610903 3284968.964962259, 404159.3242610903 3284974.124782514, 404163.4559402157 3284974.124782514, 404163.4559402157 3284968.964962259, 404159.3242610903 3284968.964962259)))",OSBSE00407
"MULTIPOLYGON (((404167 3284985.068451014, 404167 3284974.223006554, 404157.3535671087 3284974.223006554, 404157.3535671087 3284985.068451014, 404167 3284985.068451014)))",OSBSE00410
"MULTIPOLYGON (((404184.0119929637 3286334.803317217, 404184.0119929637 3286352.001268281, 404202.334425443 3286352.001268281, 404202.334425443 3286334.803317217, 404184.0119929637 3286334.803317217)))",OSBSE00094
"MULTIPOLYGON (((404184.9542845443 3286310.024483528, 404184.9542845443 3286319.159241384, 404193.8003721153 3286319.159241384, 404193.8003721153 3286310.024483528, 404184.9542845443 3286310.024483528)))",OSBSE00058
"MULTIPOLYGON (((404180.1201811322 3285022.760667383, 404180.1201811322 3285028.703131333, 404185.0349847968 3285028.703131333, 404185.0349847968 3285022.760667383, 404180.1201811322 3285022.760667383)))",OSBSE00419
"MULTIPOLYGON (((404168.6230618187 3285029.675708669, 404168.6230618187 3285033.783751429, 404171.1282330366 3285033.783751429, 404171.1282330366 3285029.675708669, 404168.6230618187 3285029.675708669)))",OSBSE00421
"MULTIPOLYGON (((404171.9568213406 3285024.778517806, 404171.9568213406 3285029.868869819, 404176.0950613965 3285029.868869819, 404176.0950613965 3285024.778517806, 404171.9568213406 3285024.778517806)))",OSBSE00422
"MULTIPOLYGON (((404173.8731864641 3285031.517657963, 404173.8731864641 3285034.787519611, 404178.056102505 3285034.787519611, 404178.056102505 3285031.517657963, 404173.8731864641 3285031.517657963)))",OSBSE00424
"MULTIPOLYGON (((404177.822856295 3284970.642037154, 404177.822856295 3284977.903324896, 404183.3507888101 3284977.903324896, 404183.3507888101 3284970.642037154, 404177.822856295 3284970.642037154)))",OSBSE00409
"MULTIPOLYGON (((404169.9928868716 3284975.599829176, 404169.9928868716 3284979.848193652, 404173.2254720451 3284979.848193652, 404173.2254720451 3284975.599829176, 404169.9928868716 3284975.599829176)))",OSBSE00411
"MULTIPOLYGON (((404171.0001776795 3284969.772144208, 404171.0001776795 3284972.961706904, 404174.2377280238 3284972.961706904, 404174.2377280238 3284969.772144208, 404171.0001776795 3284969.772144208)))",OSBSE00412
"MULTIPOLYGON (((404167.7279065741 3284965.659429033, 404167.7279065741 3284968.73284357, 404169.8054365612 3284968.73284357, 404169.8054365612 3284965.659429033, 404167.7279065741 3284965.659429033)))",OSBSE00425
"MULTIPOLYGON (((404194.8503561879 3286512, 404213.3137200134 3286512, 404213.3137200134 3286494.092982122, 404194.8503561879 3286494.092982122, 404194.8503561879 3286512)))",OSBSE00090
"MULTIPOLYGON (((404201.7002735841 3285116.589893071, 404201.7002735841 3285120.479535177, 404205.1830232118 3285120.479535177, 404205.1830232118 3285116.589893071, 404201.7002735841 3285116.589893071)))",OSBSE00654
"MULTIPOLYGON (((404203.5159618281 3285119.771982249, 404203.5159618281 3285124.450102345, 404207.1071413856 3285124.450102345, 404207.1071413856 3285119.771982249, 404203.5159618281 3285119.771982249)))",OSBSE00657
"MULTIPOLYGON (((404193.0304029753 3285022.502556639, 404193.0304029753 3285026.685505746, 404195.2034956128 3285026.685505746, 404195.2034956128 3285022.502556639, 404193.0304029753 3285022.502556639)))",OSBSE00417
"MULTIPOLYGON (((404191.0431526245 3285025.608460058, 404191.0431526245 3285029.79709334, 404194.0792008323 3285029.79709334, 404194.0792008323 3285025.608460058, 404191.0431526245 3285025.608460058)))",OSBSE00420
"MULTIPOLYGON (((404197.8033851991 3285004.647725399, 404197.8033851991 3285008.782180725, 404201.1236400984 3285008.782180725, 404201.1236400984 3285004.647725399, 404197.8033851991 3285004.647725399)))",OSBSE00415
"MULTIPOLYGON (((404200.2124712611 3284999, 404207.5004158695 3284999, 404207.5004158695 3284991.504633791, 404200.2124712611 3284991.504633791, 404200.2124712611 3284999)))",OSBSE00416
"MULTIPOLYGON (((404201.7291359613 3284966.257679444, 404201.7291359613 3284976.172128805, 404207.8208525981 3284976.172128805, 404207.8208525981 3284966.257679444, 404201.7291359613 3284966.257679444)))",OSBSE00414
"MULTIPOLYGON (((404221.0924855719 3286493.820295868, 404221.0924855719 3286504.050871887, 404232.0991742529 3286504.050871887, 404232.0991742529 3286493.820295868, 404221.0924855719 3286493.820295868)))",OSBSE00092
"MULTIPOLYGON (((404237 3285832.289122307, 404237 3285817.406280038, 404224.3436124644 3285817.406280038, 404224.3436124644 3285832.289122307, 404237 3285832.289122307)))",OSBSE00207
"MULTIPOLYGON (((404238.238054275 3284740.070174454, 404238.238054275 3284744.143827852, 404241.987066681 3284744.143827852, 404241.987066681 3284740.070174454, 404238.238054275 3284740.070174454)))",OSBSE00609
"MULTIPOLYGON (((404226.0827529731 3285786.86610018, 404226.0827529731 3285794.093222647, 404233.6139560452 3285794.093222647, 404233.6139560452 3285786.86610018, 404226.0827529731 3285786.86610018)))",OSBSE00206
"MULTIPOLYGON (((404237.5460665953 3284848.027573669, 404237.5460665953 3284851.037150396, 404240.5777601569 3284851.037150396, 404240.5777601569 3284848.027573669, 404237.5460665953 3284848.027573669)))",OSBSE00437
"MULTIPOLYGON (((404239.1900828942 3284834.737963649, 404239.1900828942 3284839.004423879, 404243.4003567674 3284839.004423879, 404243.4003567674 3284834.737963649, 404239.1900828942 3284834.737963649)))",OSBSE00438
"MULTIPOLYGON (((404246 3284849.939606766, 404246 3284843.998548601, 404240.4520068472 3284843.998548601, 404240.4520068472 3284849.939606766, 404246 3284849.939606766)))",OSBSE00439
"MULTIPOLYGON (((404240.6129251391 3284849.04081674, 404240.6129251391 3284852.259660013, 404243.5310341338 3284852.259660013, 404243.5310341338 3284849.04081674, 404240.6129251391 3284849.04081674)))",OSBSE00440
"MULTIPOLYGON (((404229.5253891661 3284843.971672752, 404229.5253891661 3284847.197062655, 404233.6090984405 3284847.197062655, 404233.6090984405 3284843.971672752, 404229.5253891661 3284843.971672752)))",OSBSE00497
"MULTIPOLYGON (((404230.4814438077 3284853, 404237.5605963481 3284853, 404237.5605963481 3284847.953634524, 404230.4814438077 3284847.953634524, 404230.4814438077 3284853)))",OSBSE00498
"MULTIPOLYGON (((404235.9285827972 3284841.069524279, 404235.9285827972 3284846.221335981, 404240.5618383311 3284846.221335981, 404240.5618383311 3284841.069524279, 404235.9285827972 3284841.069524279)))",OSBSE00499
"MULTIPOLYGON (((404232.5303455054 3284841.939800375, 404232.5303455054 3284846.084030152, 404235.7029762403 3284846.084030152, 404235.7029762403 3284841.939800375, 404232.5303455054 3284841.939800375)))",OSBSE00500
"MULTIPOLYGON (((404244 3284818.85452876, 404244 3284813.797520895, 404239.1301497071 3284813.797520895, 404239.1301497071 3284818.85452876, 404244 3284818.85452876)))",OSBSE00463
"MULTIPOLYGON (((404230.2006568377 3284814.98621371, 404230.2006568377 3284823.877282803, 404238.4263218535 3284823.877282803, 404238.4263218535 3284814.98621371, 404230.2006568377 3284814.98621371)))",OSBSE00465
"MULTIPOLYGON (((404233.2017837878 3284833, 404236.7706179456 3284833, 404236.7706179456 3284829.665330906, 404233.2017837878 3284829.665330906, 404233.2017837878 3284833)))",OSBSE00466
"MULTIPOLYGON (((404230.1009279832 3284823.403371939, 404230.1009279832 3284828.996625919, 404236.3882768347 3284828.996625919, 404236.3882768347 3284823.403371939, 404230.1009279832 3284823.403371939)))",OSBSE00468
"MULTIPOLYGON (((404261.1245617197 3285812, 404272.9117727953 3285812, 404272.9117727953 3285802.932528521, 404261.1245617197 3285802.932528521, 404261.1245617197 3285812)))",OSBSE00205
"MULTIPOLYGON (((404266.0104996188 3285792, 404254.3026637017 3285792, 404254.3026637017 3285802.713497182, 404266.0104996188 3285802.713497182, 404266.0104996188 3285792)))",OSBSE00208
"MULTIPOLYGON (((404264.0168477597 3285738.647779754, 404264.0168477597 3285756.692399179, 404282.3525094289 3285756.692399179, 404282.3525094289 3285738.647779754, 404264.0168477597 3285738.647779754)))",OSBSE00194
"MULTIPOLYGON (((404249.6517875724 3285146.627662608, 404249.6517875724 3285150.744898907, 404254.0428591585 3285150.744898907, 404254.0428591585 3285146.627662608, 404249.6517875724 3285146.627662608)))",OSBSE00661
"MULTIPOLYGON (((404252.4303795791 3285105.017444894, 404252.4303795791 3285110.051043559, 404256.1302253701 3285110.051043559, 404256.1302253701 3285105.017444894, 404252.4303795791 3285105.017444894)))",OSBSE00656
"MULTIPOLYGON (((404251.1895328418 3285112.690174733, 404251.1895328418 3285116.122911874, 404255.1827390937 3285116.122911874, 404255.1827390937 3285112.690174733, 404251.1895328418 3285112.690174733)))",OSBSE00659
"MULTIPOLYGON (((404255.2254409 3284833, 404262.4678526037 3284833, 404262.4678526037 3284825.442560953, 404255.2254409 3284825.442560953, 404255.2254409 3284833)))",OSBSE00442
"MULTIPOLYGON (((404244 3284827.671679637, 404244 3284833, 404249.3488354023 3284833, 404249.3488354023 3284827.671679637, 404244 3284827.671679637)))",OSBSE00461
"MULTIPOLYGON (((404245.5467608475 3284823.758472095, 404245.5467608475 3284826.867093189, 404248.337106095 3284826.867093189, 404248.337106095 3284823.758472095, 404245.5467608475 3284823.758472095)))",OSBSE00464
"MULTIPOLYGON (((404278 3285975.612081667, 404278 3285963.308932059, 404268.876929439 3285963.308932059, 404268.876929439 3285975.612081667, 404278 3285975.612081667)))",OSBSE00165
"MULTIPOLYGON (((404264.9886353325 3284881.586314633, 404264.9886353325 3284887.077315624, 404269.1727001456 3284887.077315624, 404269.1727001456 3284881.586314633, 404264.9886353325 3284881.586314633)))",OSBSE00451
"MULTIPOLYGON (((404261.986255755 3284881.569356867, 404261.986255755 3284886.159556536, 404265.0066202023 3284886.159556536, 404265.0066202023 3284881.569356867, 404261.986255755 3284881.569356867)))",OSBSE00452
"MULTIPOLYGON (((404266.0187529617 3284877.442793406, 404266.0187529617 3284880.883378289, 404270.2544105119 3284880.883378289, 404270.2544105119 3284877.442793406, 404266.0187529617 3284877.442793406)))",OSBSE00455
"MULTIPOLYGON (((404264.8472383392 3284870.501479828, 404264.8472383392 3284874.821064355, 404268.2589112579 3284874.821064355, 404268.2589112579 3284870.501479828, 404264.8472383392 3284870.501479828)))",OSBSE00457
"MULTIPOLYGON (((404267.8746161715 3284871.345583219, 404267.8746161715 3284877.587449216, 404273.1901979647 3284877.587449216, 404273.1901979647 3284871.345583219, 404267.8746161715 3284871.345583219)))",OSBSE00458
"MULTIPOLYGON (((404277.9179965279 3284731.869002379, 404277.9179965279 3284739.068958632, 404284.9820362062 3284739.068958632, 404284.9820362062 3284731.869002379, 404277.9179965279 3284731.869002379)))",OSBSE00608
"MULTIPOLYGON (((404289.2405934846 3284726.020071238, 404289.2405934846 3284732.188974636, 404296.9144771557 3284732.188974636, 404296.9144771557 3284726.020071238, 404289.2405934846 3284726.020071238)))",OSBSE00611
"MULTIPOLYGON (((404291.5241009931 3285822.872935431, 404291.5241009931 3285833.032955742, 404300.99543921 3285833.032955742, 404300.99543921 3285822.872935431, 404291.5241009931 3285822.872935431)))",OSBSE00201
"MULTIPOLYGON (((404282.2017486728 3284872.733275985, 404282.2017486728 3284876.879330701, 404286.3310841685 3284876.879330701, 404286.3310841685 3284872.733275985, 404282.2017486728 3284872.733275985)))",OSBSE00459
"MULTIPOLYGON (((404283.070379037 3284876.695543257, 404283.070379037 3284881.807812187, 404289.1898417889 3284881.807812187, 404289.1898417889 3284876.695543257, 404283.070379037 3284876.695543257)))",OSBSE00460
"MULTIPOLYGON (((404281.9853224111 3284864.619661602, 404281.9853224111 3284871.86576623, 404287.166482963 3284871.86576623, 404287.166482963 3284864.619661602, 404281.9853224111 3284864.619661602)))",OSBSE00462
"MULTIPOLYGON (((404280.2635754591 3284847.655275922, 404280.2635754591 3284849.991001257, 404283.3612360958 3284849.991001257, 404283.3612360958 3284847.655275922, 404280.2635754591 3284847.655275922)))",OSBSE00467
"MULTIPOLYGON (((404314.7320744933 3285855, 404334 3285855, 404334 3285835.243333425, 404314.7320744933 3285835.243333425, 404314.7320744933 3285855)))",OSBSE00203
"MULTIPOLYGON (((404313.9958161028 3285035.223851128, 404313.9958161028 3285038.81263073, 404318.2745698568 3285038.81263073, 404318.2745698568 3285035.223851128, 404313.9958161028 3285035.223851128)))",OSBSE00652
"MULTIPOLYGON (((404306.9930385091 3285033.040924044, 404306.9930385091 3285036.176524464, 404310.5049473864 3285036.176524464, 404310.5049473864 3285033.040924044, 404306.9930385091 3285033.040924044)))",OSBSE00653
"MULTIPOLYGON (((404309.4252761506 3285022.092443747, 404309.4252761506 3285026.47871883, 404314.4518285188 3285026.47871883, 404314.4518285188 3285022.092443747, 404309.4252761506 3285022.092443747)))",OSBSE00655
"MULTIPOLYGON (((402384.6537863067 3286191.865877392, 402384.6537863067 3286198.13651493, 402391.8942590936 3286198.13651493, 402391.8942590936 3286191.865877392, 402384.6537863067 3286191.865877392)))",OSBSE00032
"MULTIPOLYGON (((404345.8226527263 3285724.971108178, 404345.8226527263 3285734.654877546, 404355.9826730472 3285734.654877546, 404355.9826730472 3285724.971108178, 404345.8226527263 3285724.971108178)))",OSBSE00196
"MULTIPOLYGON (((404386.019769432 3285975.941582598, 404386.019769432 3285983.746806541, 404393.0312417883 3285983.746806541, 404393.0312417883 3285975.941582598, 404386.019769432 3285975.941582598)))",OSBSE00146
"MULTIPOLYGON (((404394.7976170923 3286013.835308402, 404394.7976170923 3286019.060839687, 404401.1703114528 3286019.060839687, 404401.1703114528 3286013.835308402, 404394.7976170923 3286013.835308402)))",OSBSE00147
"MULTIPOLYGON (((404386.3654162008 3285923.010060348, 404386.3654162008 3285934.315737299, 404400.5206528426 3285934.315737299, 404400.5206528426 3285923.010060348, 404386.3654162008 3285923.010060348)))",OSBSE00106
"MULTIPOLYGON (((404384 3285772.482376782, 404384 3285777.456553396, 404388.9997039323 3285777.456553396, 404388.9997039323 3285772.482376782, 404384 3285772.482376782)))",OSBSE00197
"MULTIPOLYGON (((404387.9745435215 3285764.273950337, 404387.9745435215 3285770.589560798, 404398.3300250007 3285770.589560798, 404398.3300250007 3285764.273950337, 404387.9745435215 3285764.273950337)))",OSBSE00200
"MULTIPOLYGON (((402396.16135444 3286315, 402410 3286315, 402410 3286300.772102835, 402396.16135444 3286300.772102835, 402396.16135444 3286315)))",OSBSE00670
"MULTIPOLYGON (((402401.3717883053 3286295, 402390.1369391098 3286295, 402390.1369391098 3286306.612078096, 402401.3717883053 3286306.612078096, 402401.3717883053 3286295)))",OSBSE00671
"MULTIPOLYGON (((404496.7835341024 3285828.00904813, 404496.7835341024 3285833.168433445, 404502.0752113525 3285833.168433445, 404502.0752113525 3285828.00904813, 404496.7835341024 3285828.00904813)))",OSBSE00150
